company_id,canonical_name,isin,cin,nse_symbol,bse_scrip,aliases,sector,cap_band,status,alternate_isins,series_type,exchange
INE295A01018,Everest Industries Limited,INE295A01018,,EVERESTIND,508906,ETERNEVRST|EVERESTIND|Everest Industries Ltd|Everest Industries Ltd.,,,active,,ordinary,both
INE295B01016,SWOJAS FOODS LIMITED,INE295B01016,,,530217,SWOJAS|Swojas Foods Ltd,,,active,,ordinary,bse
INE295C01014,Virat Crane Industries Ltd,INE295C01014,,,519457,VIRATCRA,,,active,,ordinary,bse
INE295D01020,NACL Industries Limited,INE295D01020,,NACLIND,524709,NACL Industries Ltd|NACLIND|NAGAAGRI,,,active,,ordinary,both
INE295F01017,Butterfly Gandhimathi Appliances Limited,INE295F01017,,BUTTERFLY,517421,BUTTERFLY|Butterfly Gandhimathi Appliances Ltd,,,active,,ordinary,both
INE295Z01015,Parvati Sweetners and Power Ltd.,INE295Z01015,,,541347,PARVATI|Parvati Sweetners and Power Ltd,,,active,,ordinary,bse
INE296A01032,Bajaj Finance Limited,INE296A01032,,BAJFINANCE,500034,BAJAUTOFIN|BAJFINANCE|Bajaj Finance Ltd,,,active,,ordinary,both
INE296C01020,Fiberweb (India) Limited,INE296C01020,,FIBERWEB,507910,FIBERWEB|FIBERWEB (INDIA) LTD.|Fiberweb India Ltd,,,active,,ordinary,both
INE296D01010,National Oxygen Ltd.,INE296D01010,,,507813,NOL|National Oxygen Ltd,,,active,,ordinary,bse
INE296E01026,Rajapalayam Mills Limited,INE296E01026,,RAJPALAYAM,532503,RAJPALAYAM|Rajapalayam Mills Ltd,,,active,,ordinary,both
INE296G01013,Muthoot Capital Services Limited,INE296G01013,,MUTHOOTCAP,511766,MUTHOOTCAP|Muthoot Capital Services Ltd|Muthoot Capital Services Ltd.,,,active,,ordinary,both
INE296H01011,Emkay Global Financial Services Limited,INE296H01011,,EMKAY,532737,EMKAY|Emkay Global Financial Services Ltd,,,active,,ordinary,both
INE296Q01012,Moneyboxx Finance Limited,INE296Q01012,,MONEYBOXX,538446,MONEYBOXX|MONEYBOXX FINANCE LIMITED|Moneyboxx Finance Ltd,,,active,,ordinary,both
INE297D01018,Prima Agro Ltd.,INE297D01018,,,519262,PRIMAGR|Prima Agro Ltd,,,active,,ordinary,bse
INE297H01019,Gallantt Ispat Limited,INE297H01019,,GALLANTT,532726,GALLANTT|GALLANTT ISPAT LIMITED|Gallantt Ispat Ltd,,,active,,ordinary,both
INE297J01023,Tirupati Sarjan Ltd.,INE297J01023,,,531814,TIRSARJ|Tirupati Sarjan Ltd,,,active,,ordinary,bse
INE298A01020,Cummins India Limited,INE298A01020,,CUMMINSIND,500480,CUMMINSIND|Cummins India Ltd|Cummins India Ltd.|KIRLOSKCUM,,,active,,ordinary,both
INE298B01010,SOUTHERN INFOCONSULTANTS LIMITED,INE298B01010,,,540174,SOUTHERNIN|Southern Infoconsultants Ltd,,,active,,ordinary,bse
INE298E01022,Restile Ceramics Ltd.,INE298E01022,,,515085,RESTILE|Restile Ceramics Ltd,,,active,,ordinary,bse
INE298G01035,Ajmera Realty & Infra India Limited,INE298G01035,,AJMERA,513349,AJMERA|Ajmera Realty & Infra India Ltd|SHREE,,,active,,ordinary,both
INE298I01015,Aries Agro Limited,INE298I01015,,ARIES,532935,ARIES|Aries Agro Ltd,,,active,,ordinary,both
INE298J01013,Nippon Life India Asset Management Limited,INE298J01013,,NAM-INDIA,540767,NAM-INDIA|NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED|Nippon Life India Asset Management Ltd|RNAM,,,active,,ordinary,both
INE298W01016,Chemcrux Enterprises Limited,INE298W01016,,CHEMCRUX,540395,CHEMCRUX|Chemcrux Enterprises Ltd,,,active,,ordinary,both
INE299D01022,Hampton Sky Realty Limited,INE299D01022,,HAMPTON,526407,HAMPTON|HAMPTON SKY REALTY LIMITED|Hampton Sky Realty Ltd,,,active,,ordinary,both
INE299N01021,Waaree Renewable Technologies Limited,INE299N01021,,WAAREERTL,534618,WAAREE RENEWABLE TECHNOLOGIES LIMITED|WAAREERTL|Waaree Renewable Technologies Ltd,,,active,,ordinary,both
INE299U01018,Crompton Greaves Consumer Electricals Limited,INE299U01018,,CROMPTON,539876,CROMPTON|Crompton Greaves Consumer Electricals Ltd,,,active,,ordinary,both
INE299W01022,Vivanta Industries Limited,INE299W01022,,,541735,VIVANTA|Vivanta Industries Ltd,,,active,,ordinary,bse
INE2B5L01011,Msafe Equipments Limited,INE2B5L01011,,,544695,MSAFE|Msafe Equipments Ltd,,,active,,ordinary,bse
INE2B6701015,RECODE STUDIOS LIMITED,INE2B6701015,,,544755,RECODE|Recode Studios Ltd,,,active,,ordinary,bse
INE2F5H01015,MOPSHOP DISTRIBUTION LIMITED,INE2F5H01015,,,544883,MOPSHOP|Mopshop Distribution Ltd,,,active,,ordinary,bse
INE2FMX01012,Aastha Spintex Limited,INE2FMX01012,,AASTHA,544808,AASTHA|AASTHA SPINTEX LIMITED|Aastha Spintex Ltd,,,active,,ordinary,both
INE2J7801015,FLY-HI MARITIME TRAVELS LIMITED,INE2J7801015,,,544904,FLYHI|Fly-Hi Maritime Travels Ltd,,,active,,ordinary,bse
INE2J8701016,SKF India (Industrial) Limited,INE2J8701016,,SKFINDUS,544572,SKF INDIA (INDUSTRIAL) LIMITED|SKF India (Industrial) Ltd|SKFINDUS,,,active,,ordinary,both
INE2K6801014,COMPLETE SPORTS AND MANAGEMENT INDIA LIMITED,INE2K6801014,,,544900,CSML|Complete Sports and Management India Ltd,,,active,,ordinary,bse
INE2KCE01013,Kwality Wall's (India) Limited,INE2KCE01013,,KWIL,544622,KWIL|Kwality Walls (India) Ltd|Kwality Wall’s (India) Limited,,,active,,ordinary,both
INE2KRP01017,DEVSON CATALYST LIMITED,INE2KRP01017,,,544823,DEVSON|Devson Catalyst Ltd,,,active,,ordinary,bse
INE2L0V01019,Susan Electricals India Limited,INE2L0V01019,,,544793,SUSAN|Susan Electricals India Ltd,,,active,,ordinary,bse
INE2L3M01012,Typhoon Holdings Ltd.,INE2L3M01012,,,512307,TYPHOON|Typhoon Holdings Ltd,,,active,,ordinary,bse
INE300A01016,Goodricke Group Ltd.,INE300A01016,,,500166,GOODRICKE|Goodricke Group Ltd,,,active,,ordinary,bse
INE300B01022,Indian Infotech And Software Ltd.,INE300B01022,,,509051,INDINFO|Indian Infotech & Software Ltd,,,active,,ordinary,bse
INE301A01014,Raymond Limited,INE301A01014,,RAYMOND,500330,RAYMOND|Raymond Ltd,,,active,,ordinary,both
INE301C01028,Kkalpana Industries (India) Ltd,INE301C01028,,,526409,KKALPANAIND,,,active,,ordinary,bse
INE301D01026,The Ruby Mills Limited,INE301D01026,,RUBYMILLS,503169,RUBYMILLS|Ruby Mills Ltd|Ruby Mills Ltd.,,,active,,ordinary,both
INE301O01023,National Securities Depository Limited,INE301O01023,,,544467,NSDL|National Securities Depository Ltd,,,active,,ordinary,bse
INE302A01020,Exide Industries Limited,INE302A01020,,EXIDEIND,500086,CHLORIDIND|EXIDEIND|Exide Industries Ltd|Exide Industries Ltd.,,,active,,ordinary,both
INE302C01018,Kreon Finnancial Services Limited,INE302C01018,,,530139,KREONFIN|Kreon Finnancial Services Ltd,,,active,,ordinary,bse
INE302D01024,RIR Power Electronics Limited,INE302D01024,,RIR,517035,RIR|RIR POWER ELECTRONICS LIMITED|RIR Power Electronics Ltd,,,active,,ordinary,both
INE302E01014,Sakthi Finance Ltd.,INE302E01014,,,511066,SAKTHIFIN|Sakthi Finance Ltd,,,active,,ordinary,bse
INE302F01011,Link Pharma Chem Ltd.,INE302F01011,,,524748,LINKPH|Link Pharma Chem Ltd,,,active,,ordinary,bse
INE302H01017,GTN Textiles Ltd. (formerly known as GTN Industries Ltd.),INE302H01017,,,532744,GTN Textiles Ltd|GTNTEX,,,active,,ordinary,bse
INE302R01024,Hi-Klass Trading and Investment Limited,INE302R01024,,,542332,HIKLASS|Hi-Klass Trading and Investment Ltd,,,active,,ordinary,bse
INE303A01010,DIC India Limited,INE303A01010,,DICIND,500089,COATESIND|DIC India Ltd|DICIND,,,active,,ordinary,both
INE303R01014,Kalyan Jewellers India Limited,INE303R01014,,KALYANKJIL,543278,KALYANKJIL|Kalyan Jewellers India Ltd,,,active,,ordinary,both
INE304A01026,Mukand Limited,INE304A01026,,MUKANDLTD,500460,MUKANDLTD|Mukand Ltd|Mukand Ltd.,,,active,,ordinary,both
INE304D01012,Sambandam Spinning Mills Limited,INE304D01012,,SAMBANDAM,521240,SAMBANDAM|Sambandam Spinning Mills Ltd|Sambandam Spinning Mills Ltd.,,,active,,ordinary,both
INE304E01010,Mantra Capital Limited,INE304E01010,,,511577,MANTRA|Mantra Capital Ltd,,,active,,ordinary,bse
INE304W01038,BlueStone Jewellery and Lifestyle Limited,INE304W01038,,BLUESTONE,544484,BLUESTONE|BlueStone Jewellery and Lifestyle Ltd,,,active,,ordinary,both
INE305A01023,Tourism Finance Corporation of India Limited,INE305A01023,,TFCILTD,526650,TFCILTD|Tourism Finance Corpn. Of India Ltd|Tourism Finance Corporation of India Ltd,,,active,,ordinary,both
INE305C01029,Panama Petrochem Limited,INE305C01029,,PANAMAPET,524820,PANAMAPET|Panama Petrochem Ltd|Panama Petrochem Ltd.,,,active,,ordinary,both
INE306A01021,Bajaj Hindusthan Sugar Limited,INE306A01021,,BAJAJHIND,500032,BAJAJHIND|Bajaj Hindusthan Sugar Ltd,,,active,,ordinary,both
INE306C01019,Energy Development Company Limited,INE306C01019,,ENERGYDEV,532219,ENERGYDEV|Energy Development Company Ltd|Energy Development Company Ltd.,,,active,,ordinary,both
INE306D01017,Sri Ramakrishna Mills (Coimbatore) Ltd.,INE306D01017,,,521178,SRMCL|Sri Ramakrishna Mills Coimbatore Ltd,,,active,,ordinary,bse
INE306L01010,Quick Heal Technologies Limited,INE306L01010,,QUICKHEAL,539678,QUICKHEAL|Quick Heal Technologies Ltd,,,active,,ordinary,both
INE306R01017,Intellect Design Arena Limited,INE306R01017,,INTELLECT,538835,INTELLECT|INTELLECT DESIGN ARENA LIMITED|Intellect Design Arena Ltd,,,active,,ordinary,both
INE307D01015,Standard Surfactants Ltd.,INE307D01015,,,526231,STDSFAC|Standard Surfactants Ltd,,,active,,ordinary,bse
INE307N01014,ASTAL LABORATORIES LIMITED,INE307N01014,,,512600,ASTALLTD|Astal Laboratories Ltd,,,active,,ordinary,bse
INE308A01027,Nahar Poly Films Limited,INE308A01027,,NAHARPOLY,523391,NAHAREXPOT|NAHARINVST|NAHARPOLY|Nahar Polyfilms Ltd|Nahar Polyfilms Ltd.,,,active,,ordinary,both
INE308B01017,ERP Soft Systems Ltd.,INE308B01017,,,530909,ERP Soft Systems Ltd|ERPSOFT,,,active,,ordinary,bse
INE308E01029,SVP GLOBAL TEXTILES LIMITED,INE308E01029,,SVPGLOB,505590,SVP Global Textiles Ltd|SVPGLOB,,,active,,ordinary,both
INE308N01012,Southern Magnesium And Chemicals Lt,INE308N01012,,,513498,SOUTHMG|Southern Magnesium & Chemicals Ltd,,,active,,ordinary,bse
INE309B01023,Hit Kit Global Solutions Ltd,INE309B01023,,,532359,HITKITGLO,,,active,,ordinary,bse
INE309D01011,Sugal & Damani Share Brokers Ltd.,INE309D01011,,,511654,SUGALDAM|Sugal & Damani Share Brokers Ltd,,,active,,ordinary,bse
INE309H01038,Visagar Financial Services Ltd,INE309H01038,,,531025,VISAGAR,,,active,,ordinary,bse
INE309M01020,Premier Polyfilm Limited,INE309M01020,,PREMIERPOL,514354,PREMIERPOL|Premier Polyfilm Ltd|Premier Polyfilm Ltd.,,,active,,ordinary,both
INE310A01015,Nilkamal Limited,INE310A01015,,NILKAMAL,523385,NILKAMAL|NILKAMPLST|Nilkamal Ltd,,,active,,ordinary,both
INE310B01013,Danlaw Technologies India Ltd.,INE310B01013,,,532329,DANLAW|Danlaw Technologies India Ltd,,,active,,ordinary,bse
INE310C01029,Hindustan Composites Limited,INE310C01029,,HINDCOMPOS,509635,HINDCOMPOS|Hindustan Composites Ltd,,,active,,ordinary,both
INE311D01017,Switching Technologies Gunther Ltd.,INE311D01017,,,517201,SWITCHTE|Switching Technologies Gunther Ltd,,,active,,ordinary,bse
INE311H01018,E-Land Apparel Limited,INE311H01018,,,532820,E-Land Apparel Ltd|ELAND,,,active,,ordinary,bse
INE311M01018,Shraddha Prime Projects Limited,INE311M01018,,SHRADDHA,531771,SHRADDHA|SHRADDHA PRIME PROJECTS LTD|Shraddha Prime Projects Ltd,,,active,,ordinary,both
INE311N01016,GUJJUBHAI INDUSTRIES LIMITED,INE311N01016,,,532070,GUJJUBHAI|Gujjubhai Industries Ltd,,,active,,ordinary,bse
INE312C01025,Syncom Formulations (India) Limited,INE312C01025,,SYNCOMF,524470,SYNCOMF|Syncom Formulations (India) Ltd.|Syncom Formulations India Ltd,,,active,,ordinary,both
INE312J01012,Coromandel Engineering Company Limited,INE312J01012,,,533167,COROENGG|Coromandel Engineering Company Ltd,,,active,,ordinary,bse
INE312M01024,JOJO LIMITED,INE312M01024,,,531910,JOJO|JOJO Ltd,,,active,,ordinary,bse
INE313G01016,Dhoot Industrial Finance Ltd.,INE313G01016,,,526971,DHOOTIN|Dhoot Industrial Finance Ltd,,,active,,ordinary,bse
INE313L01016,Rajputana Stainless Limited,INE313L01016,,RSL,544731,RAJPUTANA STAINLESS LIMITED|RSL|Rajputana Stainless Ltd,,,active,,ordinary,both
INE313M01030,EVEXIA LIFECARE LIMITED,INE313M01030,,,524444,EVEXIA|Evexia Lifecare Ltd,,,active,,ordinary,bse
INE314C01013,Soma Textiles & Industries Limited,INE314C01013,,SOMATEX,521034,SOMATEX|Soma Textile & Industries Ltd|Soma Textiles & Industries Ltd,,,active,,ordinary,both
INE314D01011,Tirupati Starch & Chemicals Ltd.,INE314D01011,,,524582,TIRUSTA|Tirupati Starch & Chemicals Ltd,,,active,,ordinary,bse
INE314G01014,Kalyani Forge Limited,INE314G01014,,KALYANIFRG,513509,KALYANIFRG|Kalyani Forge Ltd|Kalyani Forge Ltd.,,,active,,ordinary,both
INE314H01012,TechNVision Ventures Limited,INE314H01012,,TECHNVISN,501421,TECHNVISN|TechNVision Ventures Ltd,,,active,,ordinary,both
INE314I01036,NOVELIX PHARMACEUTICALS LIMITED,INE314I01036,,,536565,NOVELIX|Novelix Pharmaceuticals Ltd,,,active,,ordinary,bse
INE314N01028,Apollo Ingredients Limited,INE314N01028,,,503639,APOLLOIN|Apollo Ingredients Ltd,,,active,,ordinary,bse
INE314T01033,Gokul Agro Resources Limited,INE314T01033,,GOKULAGRO,539725,GOKULAGRO|Gokul Agro Resources Ltd,,,active,,ordinary,both
INE315F01013,East Coast Steel Ltd,INE315F01013,,,520081,ECSTSTL|Eastcoast Steel Ltd,,,active,,ordinary,bse
INE315N01017,Shree Salasar Investment Ltd.,INE315N01017,,,503635,SALSAIN|Shree Salasar Investments Ltd,,,active,,ordinary,bse
INE316A01038,Eco Recycling Limited,INE316A01038,,ECORECO,530643,ECORECO|Eco Recycling Ltd,,,active,,ordinary,both
INE316D01024,Vertex Securities Ltd.,INE316D01024,,,531950,VERTEX|VERTEXPP|Vertex Securities Ltd,,,active,IN9316D01014,ordinary,bse
INE316G01019,Panchsheel Organic Ltd.,INE316G01019,,,531726,PANCHSHEEL|Panchsheel Organics Ltd,,,active,,ordinary,bse
INE316L01019,Bharat Wire Ropes Limited,INE316L01019,,BHARATWIRE,539799,BHARATWIRE|Bharat Wire Ropes Ltd,,,active,,ordinary,both
INE317B01042,Nouveau Global Ventures Limited,INE317B01042,,,531465,NOUVEAU|Nouveau Global Ventures Ltd,,,active,,ordinary,bse
INE317D01014,MEGAMONT LIMITED,INE317D01014,,,523888,MEGAMONT|Megamont Ltd,,,active,,ordinary,bse
INE317F01035,Nesco Limited,INE317F01035,,NESCO,505355,NESCO|NESCO Ltd|Nesco Ltd,,,active,,ordinary,both
INE317I01021,Metro Brands Limited,INE317I01021,,METROBRAND,543426,METROBRAND|Metro Brands Ltd,,,active,,ordinary,both
INE317V01016,Mitsu Chem Plast Limited,INE317V01016,,,540078,MITSU|Mitsu Chem Plast Ltd,,,active,,ordinary,bse
INE318A01026,Pidilite Industries Limited,INE318A01026,,PIDILITIND,500331,PIDILITIND|Pidilite Industries Ltd|Pidilite Industries Ltd.,,,active,,ordinary,both
INE318C01014,Sayaji Hotels Limited,INE318C01014,,SAYAJIHOTL,523710,SAYAJI HOTELS LIMITED|SAYAJIHOTL|Sayaji Hotels Ltd,,,active,,ordinary,both
INE318D01020,Zenith Steel Pipes & Industries Limited,INE318D01020,,ZENITHSTL,531845,ZENITH STEEL PIPES AND  INDUSTRIES LIMITED|ZENITHBIR|ZENITHSTL|Zenith Steel Pipes & Industries Ltd,,,active,,ordinary,both
INE318K01025,Shree Precoated Steels Limited,INE318K01025,,,533110,SPSL|Shree Precoated Steels Ltd,,,active,,ordinary,bse
INE318N01011,MAESTROS ELECTRONICS & TELECOMMUNICATIONS SYSTEMS LTD,INE318N01011,,,538401,METSL|Maestros Electronics & Telecommunications Systems Ltd,,,active,,ordinary,bse
INE318P01016,Crimson Metal Engineering Company Ltd,INE318P01016,,,526977,CRIMSON,,,active,,ordinary,bse
INE318U01016,Flora Corporation Limited,INE318U01016,,,540267,FLORACORP|Flora Corporation Ltd,,,active,,ordinary,bse
INE319B01014,The Byke Hospitality Ltd,INE319B01014,,BYKE,531373,BYKE|The Byke Hospitality    Ltd|The Byke Hospitality Ltd,,,active,,ordinary,both
INE319M01011,TUSALDAH LIMITED,INE319M01011,,,531301,TUSALDAH|Tusaldah Ltd,,,active,,ordinary,bse
INE319N01019,Indo Euro Indchem Limited,INE319N01019,,,524458,INDOEURO|Indo Euro Indchem Ltd,,,active,,ordinary,bse
INE319Q01012,Bansal Roofing Products Limited,INE319Q01012,,,538546,BRPL|Bansal Roofing Products Ltd,,,active,,ordinary,bse
INE319T01016,Mercury Trade Links Ltd.,INE319T01016,,,512415,MERCTRD|Mercury Trade Links Ltd,,,active,,ordinary,bse
INE319U01022,Containerway International Limited,INE319U01022,,,540597,CONTAINER|Containerway International Ltd,,,active,,ordinary,bse
INE319Y01024,Tirupati Forge Limited,INE319Y01024,,TIRUPATIFL,,FORGE,,,active,,ordinary,nse
INE319Z01021,Supreme Engineering Limited,INE319Z01021,,SUPREMEENG,,,,,active,,ordinary,nse
INE320B01020,Centum Electronics Limited,INE320B01020,,CENTUM,517544,CENTUM|Centum Electronics Ltd,,,active,,ordinary,both
INE320I01017,Brahmaputra Infrastructure Limited,INE320I01017,,BRAHMINFRA,535693,BRAHMAPUTRA INFRASTRUCTURE LIMITED|BRAHMINFRA|Brahmaputra Infrastructure Ltd,,,active,,ordinary,both
INE320J01015,RITES Limited,INE320J01015,,RITES,541556,RITES|RITES Ltd,,,active,,ordinary,both
INE320L01011,Dhunseri Investments Limited,INE320L01011,,DHUNINV,533336,DHUNINV|Dhunseri Investments Ltd,,,active,,ordinary,both
INE320M01019,STARSOURCE MULTITRADE LIMITED,INE320M01019,,,506365,STARSOURCE|Star Source Multi Trade Ltd,,,active,,ordinary,bse
INE320X01016,HALEOS LABS LIMITED,INE320X01016,,HALEOSLABS,540679,HALEOSLABS|Haleos Labs Ltd|SMSLIFE,,,active,,ordinary,both
INE321D01016,AG VENTURES LIMITED,INE321D01016,,,506579,AG Ventures Ltd|AGVENTURES,,,active,,ordinary,bse
INE321M01017,Sonal Mercantile Limited,INE321M01017,,SONAL,538943,SONAL|Sonal Mercantile Ltd,,,active,,ordinary,both
INE321T01012,DOMS Industries Limited,INE321T01012,,DOMS,544045,DOMS|DOMS Industries Ltd,,,active,,ordinary,both
INE322A01010,Gillette India Limited,INE322A01010,,GILLETTE,507815,GILLETTE|Gillette India Ltd|Gillette India Ltd.|INDSHAVING,,,active,,ordinary,both
INE322R01022,Aanchal Ispat Limited,INE322R01022,,,538812,AANCHALISP|Aanchal Ispat Ltd,,,active,,ordinary,bse
INE323A01026,Bosch Limited,INE323A01026,,BOSCHLTD,500530,BOSCHLTD|Bosch Ltd|MICO,,,active,,ordinary,both
INE323B01024,Avonmore Capital & Management Services Limited,INE323B01024,,AVONMORE,511589,AVONMORE|Avonmore Capital & Management Services Ltd,,,active,,ordinary,both
INE323C01030,Indian Hume Pipe Company Limited,INE323C01030,,INDIANHUME,504741,INDIANHUME|Indian Hume Pipe Co. Ltd.|Indian Hume Pipe Company Ltd,,,active,,ordinary,both
INE323D01020,Polylink Polymers (india) Ltd.,INE323D01020,,,531454,POLYLINK|Polylink Polymers India Ltd,,,active,,ordinary,bse
INE323I01011,Puravankara Limited,INE323I01011,,PURVA,532891,PURVA|Puravankara Ltd,,,active,,ordinary,both
INE323J01019,Somi Conveyor Beltings Limited,INE323J01019,,SOMICONVEY,533001,SOMI CONVEYOR BELTINGS LIMITED|SOMICONVEY|Somi Conveyor Beltings Ltd,,,active,,ordinary,both
INE323K01017,Kabra Drugs Ltd,INE323K01017,,,524322,KABRADG,,,active,,ordinary,bse
INE324A01032,Jindal Saw Limited,INE324A01032,,JINDALSAW,500378,JINDALSAW|Jindal Saw Ltd|Jindal Saw Ltd.|SAWPIPES,,,active,,ordinary,both
INE324D01010,LG Electronics India Limited,INE324D01010,,LGEINDIA,544576,LG Electronics India Ltd|LGEINDIA,,,active,,ordinary,both
INE324L01013,R.P.P. Infra Projects Limited,INE324L01013,,RPPINFRA,533284,R P P Infra Projects Ltd|RPP INFRA PROJECTS LIMITED|RPPINFRA,,,active,,ordinary,both
INE324X01026,Sarveshwar Foods Limited,INE324X01026,,SARVESHWAR,543688,SARVESHWAR|Sarveshwar Foods Ltd,,,active,,ordinary,both
INE325A01013,Timken India Limited,INE325A01013,,TIMKEN,522113,TATATIMKEN|TIMKEN|Timken India Ltd,,,active,,ordinary,both
INE325C01035,Dollar Industries Limited,INE325C01035,,DOLLAR,541403,DOLLAR|Dollar Industries Ltd,,,active,,ordinary,both
INE325D01025,Sindhu Trade Links Limited,INE325D01025,,SINDHUTRAD,532029,SINDHUTRAD|Sindhu Trade Links Ltd,,,active,,ordinary,both
INE325G01010,Available Finance Ltd.,INE325G01010,,,531310,AVAILFC|Available Finance Ltd,,,active,,ordinary,bse
INE325P01011,STELLAR CAPITAL SERVICES LIMITED,INE325P01011,,,536738,STELLAR|Stellar Capital Services Ltd,,,active,,ordinary,bse
INE325X01015,Riddhi Corporate Services Limited,INE325X01015,,,540590,RIDDHICORP|Riddhi Corporate Services Ltd,,,active,,ordinary,bse
INE326A01037,Lupin Limited,INE326A01037,,LUPIN,500257,LUPIN|Lupin Ltd,,,active,,ordinary,both
INE326B01035,Almondz Global Securities Limited,INE326B01035,,ALMONDZ,531400,ALMONDZ|Almondz Global Securities Ltd,,,active,,ordinary,both
INE326C01017,Acknit Industries Ltd,INE326C01017,,,530043,ACKNIT,,,active,,ordinary,bse
INE326P01019,SRG FINGROW FINANCE LIMITED,INE326P01019,,,536710,SRG Fingrow Finance Ltd|SRGFFL,,,active,,ordinary,bse
INE326T01011,Niraj Ispat Industries Limited,INE326T01011,,NIRAJISPAT,,,,,active,,ordinary,nse
INE327D01013,Karan Woo-sin ltd.,INE327D01013,,,526115,KARANWO|Karan Woo Sin Ltd,,,active,,ordinary,bse
INE327G01032,Sayaji Industries Limited,INE327G01032,,SAYAJIIND,540728,SAYAJIIND|Sayaji Industries Ltd,,,active,,ordinary,both
INE328D01011,Peeti Securities Ltd.,INE328D01011,,,531352,PEETISEC|Peeti Securities Ltd,,,active,,ordinary,bse
INE328F01016,Esha Media Research Limited,INE328F01016,,,531259,ESHAMEDIA|Esha Media Research Ltd,,,active,,ordinary,bse
INE330E01023,Transcorp International Limited,INE330E01023,,TRANSCOR,532410,TRANSCOR|Transcorp International Ltd|Transcorp International Ltd.,,,active,,ordinary,both
INE330H01018,Reliance Communications Limited,INE330H01018,,RCOM,532712,RCOM|RCVL|Reliance Communications Ltd,,,active,,ordinary,both
INE330T01021,Happy Forgings Limited,INE330T01021,,HAPPYFORGE,544057,HAPPYFORGE|Happy Forgings Ltd,,,active,,ordinary,both
INE331A01037,The Ramco Cements Limited,INE331A01037,,RAMCOCEM,500260,MADRASCEM|RAMCOCEM|The Ramco Cements Ltd,,,active,,ordinary,both
INE331C01025,Welcure Drugs & Pharmaceuticals ltd,INE331C01025,,,524661,WELCURE|Welcure Drugs & Pharmaceuticals Ltd,,,active,,ordinary,bse
INE331E01013,Triochem Products Ltd.,INE331E01013,,,512101,TRIPR|Triochem Products Ltd,,,active,,ordinary,bse
INE332A01027,Thomas Cook  (India)  Limited,INE332A01027,,THOMASCOOK,500413,THOMASCOOK|Thomas Cook (India) Ltd|Thomas Cook (India) Ltd.,,,active,,ordinary,both
INE332H01014,Indo Tech Transformers Limited,INE332H01014,,INDOTECH,532717,INDOTECH|Indo Tech Transformers Ltd,,,active,,ordinary,both
INE332Q01023,Kapil Raj Finance Ltd.,INE332Q01023,,,539679,KAPILRAJ|Kapil Raj Finance Ltd,,,active,,ordinary,bse
INE333C01013,India Lease Devl. Ltd.,INE333C01013,,,500202,INDLEASE|India Lease Development Ltd,,,active,,ordinary,bse
INE333E01019,Unique Organics Ltd.,INE333E01019,,,530997,UNIQUEO|Unique Organics Ltd,,,active,,ordinary,bse
INE333I01044,Neueon Corporation Limited,INE333I01044,,NEUEON,532887,NEUEON|NTL|Neueon Corporation Ltd|SUJANATWR,,,active,,ordinary,both
INE333Y01017,MRC AGROTECH LIMITED,INE333Y01017,,,540809,MRC Agrotech Ltd|MRCAGRO,,,active,,ordinary,bse
INE334A01023,Sterling Tools Limited,INE334A01023,,STERTOOLS,530759,STERTOOLS|Sterling Tools Ltd|Sterling Tools Ltd.,,,active,,ordinary,both
INE334C01029,Everest Organics Ltd.,INE334C01029,,,524790,EVERESTO|Everest Organics Ltd,,,active,,ordinary,bse
INE334E01017,V B INDUSTRIES LIMITED,INE334E01017,,,539123,V B Industries Ltd|VBIND,,,active,,ordinary,bse
INE334N01018,Advance Petrochemicals Ltd.,INE334N01018,,,506947,ADVPETR-B|Advance Petrochemicals Ltd,,,active,,ordinary,bse
INE335A01020,Surya Roshni Limited,INE335A01020,,SURYAROSNI,500336,SURYAROSNI|Surya Roshni Ltd|Surya Roshni Ltd.,,,active,,ordinary,both
INE335G01019,Explicit Finance Limited,INE335G01019,,,530571,EXPLICITFIN|Explicit Finance Ltd,,,active,,ordinary,bse
INE335K01011,Coffee Day Enterprises Limited,INE335K01011,,COFFEEDAY,539436,COFFEEDAY|Coffee Day Enterprises Ltd,,,active,,ordinary,both
INE335Q01026,RNIT AI SOLUTIONS LIMITED,INE335Q01026,,,517286,RNITAI|Rnit Ai Solutions Ltd,,,active,,ordinary,bse
INE335W01016,Ganges Securities Limited,INE335W01016,,GANGESSECU,540647,GANGESSECU|Ganges Securities Ltd|Ganges Securities Ltd.,,,active,,ordinary,both
INE335Y01020,Indian Railway Catering And Tourism Corporation Limited,INE335Y01020,,IRCTC,542830,IRCTC|Indian Railway Catering & Tourism Corporation Ltd|Indian Railway Catering and Tourism Corporation Ltd,,,active,,ordinary,both
INE336C01016,Rathi Steel & Power Ltd,INE336C01016,,,504903,RATHIST,,,active,,ordinary,bse
INE336D01014,Anna Infrastructures Ltd,INE336D01014,,,530799,ANNAINFRA,,,active,,ordinary,bse
INE336H01023,Gayatri Projects Limited,INE336H01023,,GAYAPROJ,532767,GAYAPROJ|Gayatri Projects Ltd,,,active,,ordinary,both
INE336Q01016,Bhanderi Infracon Limited,INE336Q01016,,,538576,BHANDERI|Bhanderi Infracon Ltd,,,active,,ordinary,bse
INE336X01012,Total Transport Systems Limited,INE336X01012,,TOTAL,,,,,active,,ordinary,nse
