document_id,company_id,company,FY,physical_page,source_pdf_sha256,page_width,page_height,raster_image_count,largest_raster_area_fraction,total_raster_area_fraction,full_page_raster,dominant_raster_image,native_text_present,estimated_dpi_width,estimated_dpi_height,estimated_dpi,dpi_status,skew_angle,skew_status,skew_method,skew_confidence,contrast,contrast_status,contrast_method,noise_speckle,noise_status,noise_method,blur,blur_status,blur_method,scan_quality,scan_quality_rule_version,measurement_status,analysis_resolution,preprocessing_version,provenance,reason_codes,image_index,image_xref,image_bbox
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,297,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,298,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,299,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,300,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,301,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,302,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,303,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,304,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,305,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,306,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,307,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,308,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,309,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,310,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,311,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,312,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,313,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,314,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,315,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,316,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,317,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,318,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,319,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,320,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,321,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,322,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,323,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,324,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,325,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,326,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,327,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,328,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,329,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,330,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,331,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,332,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,333,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,334,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,335,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,336,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,337,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,338,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,339,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,340,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,341,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,342,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,343,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,344,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,345,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,346,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,347,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,348,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,349,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,350,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,351,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,352,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
INE040A01034_2024,INE040A01034,HDFC Bank Limited,2024,353,fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,594.0,738.0,0,0.0,0.0,False,,True,,,,not_applicable,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,section_leak;span_truncated,,,
