observation_id,company_id,company_name,FY,expected,discovered,downloaded,identity_verified,mda_located,accepted,first_failed_stage,first_failed_reason_code,secondary_reason_codes,authoritative_artifact_id,authoritative_artifact_sha256,discovery_source_ids,discovery_source_types,era,cap_band,exchange,universe_rule_version,era_definition_version,cap_band_definition_version,exchange_definition_version,data_cutoff_timestamp,terminal_state
INE191H01014::FY2012,INE191H01014,PVR INOX Limited,2012,True,True,True,True,True,True,,,,f97f93eef3bb87fced844242ac7789d10002e30f27ea2fe92f51e30f11344ead,f97f93eef3bb87fced844242ac7789d10002e30f27ea2fe92f51e30f11344ead,4bc62dcd37|4da25e6351|f49b0744c0,bse|nse|screener,E1_pre2013_FY2010-2012,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE191H01014::FY2013,INE191H01014,PVR INOX Limited,2013,True,True,True,True,True,False,ACCEPTANCE,section_leak,span_truncated,e68cb02ddc41f4b53977b367c337add55a834facbbc907bb8505a5d22bc0bd96,e68cb02ddc41f4b53977b367c337add55a834facbbc907bb8505a5d22bc0bd96,b4a20921a9|efd7ce96c4,bse|nse|screener,E2_BRreport_FY2013-2014,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_ACCEPTANCE
INE191H01014::FY2014,INE191H01014,PVR INOX Limited,2014,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,be1a56b93c|fa7be55371,bse|nse|screener,E2_BRreport_FY2013-2014,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE191H01014::FY2015,INE191H01014,PVR INOX Limited,2015,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,26fbaa9b8b|a29e87499a,bse|nse|screener,E3_CompaniesAct2013_FY2015,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE191H01014::FY2016,INE191H01014,PVR INOX Limited,2016,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,2193bff2fc|76f0b68be1,bse|nse|screener,E4_IndAS_FY2016-2019,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE191H01014::FY2017,INE191H01014,PVR INOX Limited,2017,True,True,True,True,True,True,,,,141e69522edec37b5823a058ed210412a3774fd9f125548d6683e38cefdeb765,141e69522edec37b5823a058ed210412a3774fd9f125548d6683e38cefdeb765,cdb4dd4c52|e773460182,bse|nse|screener,E4_IndAS_FY2016-2019,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE191H01014::FY2018,INE191H01014,PVR INOX Limited,2018,True,True,True,True,True,True,,,,28ed7b6a3053aa475dcfe8e587417fdbd25c4f7dfaaf670e76eb30595b7bee81,28ed7b6a3053aa475dcfe8e587417fdbd25c4f7dfaaf670e76eb30595b7bee81,301e677fd0|a637393a89,bse|nse|screener,E4_IndAS_FY2016-2019,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE191H01014::FY2019,INE191H01014,PVR INOX Limited,2019,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,7013540591|b2f0a286df,bse|nse|screener,E4_IndAS_FY2016-2019,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE191H01014::FY2020,INE191H01014,PVR INOX Limited,2020,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,409f2d8526|603162c9a8,bse|nse|screener,E5_MandatedRatios_FY2020-2022,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE191H01014::FY2021,INE191H01014,PVR INOX Limited,2021,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,9e96378fef|dca8b2f4a3,bse|nse|screener,E5_MandatedRatios_FY2020-2022,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE191H01014::FY2022,INE191H01014,PVR INOX Limited,2022,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,370b4c0498|d4ede4d7f5,bse|nse|screener,E5_MandatedRatios_FY2020-2022,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE191H01014::FY2023,INE191H01014,PVR INOX Limited,2023,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,592f94a8b7|962da30f18|f9bc816185,bse|nse|screener,E6_BRSR_FY2023-2025,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE191H01014::FY2024,INE191H01014,PVR INOX Limited,2024,True,True,True,True,True,True,,,,b59ae03a8541538b39baae54453536722f03b6c4ebe9dc62208bd450ed901c2b,b59ae03a8541538b39baae54453536722f03b6c4ebe9dc62208bd450ed901c2b,b1911d76b1|c94a5ddc63,bse|nse|screener,E6_BRSR_FY2023-2025,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE191H01014::FY2025,INE191H01014,PVR INOX Limited,2025,True,True,True,True,True,False,ACCEPTANCE,source_shredded,span_truncated,f51fa2ce953846c8906a5e2fb6f2e7e9766ac305a7e3ddc2e4482e51039169db,f51fa2ce953846c8906a5e2fb6f2e7e9766ac305a7e3ddc2e4482e51039169db,61551d83db|b9a4c748d5,bse|nse|screener,E6_BRSR_FY2023-2025,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_ACCEPTANCE
INE192B01031::FY2010,INE192B01031,Welspun Living Limited,2010,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,00a28da252|52ca55e62c,bse|nse,E1_pre2013_FY2010-2012,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE192B01031::FY2011,INE192B01031,Welspun Living Limited,2011,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,3409b88171|a2038eb680,bse|nse,E1_pre2013_FY2010-2012,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE192B01031::FY2012,INE192B01031,Welspun Living Limited,2012,True,True,True,False,True,False,IDENTITY,identity_unproven,year_unproven|source_shredded|span_truncated,4e62913a8863fab4f45c90c7f4ee328b232124ec02071cf61b1e4864cf850606,4e62913a8863fab4f45c90c7f4ee328b232124ec02071cf61b1e4864cf850606,46f5866374|9de785b5bf,bse|nse,E1_pre2013_FY2010-2012,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_IDENTITY
INE192B01031::FY2013,INE192B01031,Welspun Living Limited,2013,True,True,True,False,True,False,IDENTITY,identity_unproven,,1711171ff8edc5051f62c21869c885059481311309757f85954f6fa35df94f3d,1711171ff8edc5051f62c21869c885059481311309757f85954f6fa35df94f3d,38a5567b63|8e793fb348|f413db130a,bse|nse|screener,E2_BRreport_FY2013-2014,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_IDENTITY
INE192B01031::FY2014,INE192B01031,Welspun Living Limited,2014,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,7a1ec2d6d8|949e9b38d5,bse|nse|screener,E2_BRreport_FY2013-2014,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE192B01031::FY2015,INE192B01031,Welspun Living Limited,2015,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,17714841ba|dca8c7c17f,bse|nse|screener,E3_CompaniesAct2013_FY2015,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE192B01031::FY2016,INE192B01031,Welspun Living Limited,2016,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,65ffdadc7a|87ffdcec63,bse|nse|screener,E4_IndAS_FY2016-2019,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE192B01031::FY2017,INE192B01031,Welspun Living Limited,2017,True,True,True,True,True,True,,,,52b4f4ced950788a3c852bd9474f83c092f8a58fe9181c2cf7acb6dcfc612a6c,52b4f4ced950788a3c852bd9474f83c092f8a58fe9181c2cf7acb6dcfc612a6c,7224c006d7|76f1ae68ed,bse|nse|screener,E4_IndAS_FY2016-2019,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE192B01031::FY2018,INE192B01031,Welspun Living Limited,2018,True,True,True,True,True,True,,,,8626ed2609023d2906a47e8bcefc91749a4945e797ac4e3e861f68794f8ed54d,8626ed2609023d2906a47e8bcefc91749a4945e797ac4e3e861f68794f8ed54d,46b9b3a973|db4f5b1732,bse|nse|screener,E4_IndAS_FY2016-2019,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE192B01031::FY2019,INE192B01031,Welspun Living Limited,2019,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,ea2017eb0c|ef32ab98d2,bse|nse|screener,E4_IndAS_FY2016-2019,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE192B01031::FY2020,INE192B01031,Welspun Living Limited,2020,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,0eb016f4f1|a90ed0b62e,bse|nse|screener,E5_MandatedRatios_FY2020-2022,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE192B01031::FY2021,INE192B01031,Welspun Living Limited,2021,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,63792dfbf8|c6fa36f7a0,bse|nse|screener,E5_MandatedRatios_FY2020-2022,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE192B01031::FY2022,INE192B01031,Welspun Living Limited,2022,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,34c368885e|398d53591f,bse|nse|screener,E5_MandatedRatios_FY2020-2022,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE192B01031::FY2023,INE192B01031,Welspun Living Limited,2023,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,370fbf3fbf|4f5d9c8a3a|99d1b6e716,bse|nse|screener,E6_BRSR_FY2023-2025,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE192B01031::FY2024,INE192B01031,Welspun Living Limited,2024,True,True,True,True,True,True,,,,814886152ee1e682bc610e861e41d1806f6531eef5bd1c9f472c5abfc75972cc,814886152ee1e682bc610e861e41d1806f6531eef5bd1c9f472c5abfc75972cc,8ec1114065|ea8b329eee,bse|nse|screener,E6_BRSR_FY2023-2025,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE192B01031::FY2025,INE192B01031,Welspun Living Limited,2025,True,True,True,True,True,True,,,,07ecda71317e04d48499e654f42b294123694064ac48948f19d88c60f34bcd8f,07ecda71317e04d48499e654f42b294123694064ac48948f19d88c60f34bcd8f,6d7470eec8|cd534d43ec,bse|nse|screener,E6_BRSR_FY2023-2025,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE482A01020::FY2010,INE482A01020,CEAT Limited,2010,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,1a171d5e89|c16c72e464,bse|nse,E1_pre2013_FY2010-2012,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE482A01020::FY2011,INE482A01020,CEAT Limited,2011,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,ca473836ea,bse,E1_pre2013_FY2010-2012,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE482A01020::FY2012,INE482A01020,CEAT Limited,2012,True,True,True,True,True,True,,,,ac056f0de39913579ff7e3546c78ea784492f46b256e0e86be69aa5736162557,ac056f0de39913579ff7e3546c78ea784492f46b256e0e86be69aa5736162557,4c45712597|c92f45477d,bse|nse|screener,E1_pre2013_FY2010-2012,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE482A01020::FY2013,INE482A01020,CEAT Limited,2013,True,True,True,True,True,True,,,,43eb0d49e59d7fee138022b874d8e303e671a683d9763a8864c3c9747656f518,43eb0d49e59d7fee138022b874d8e303e671a683d9763a8864c3c9747656f518,3f6cc3b3e3|bde4a42300,bse|nse|screener,E2_BRreport_FY2013-2014,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE482A01020::FY2014,INE482A01020,CEAT Limited,2014,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,703e546bcc|f53e1c9592,bse|nse|screener,E2_BRreport_FY2013-2014,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE482A01020::FY2015,INE482A01020,CEAT Limited,2015,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,0044f22d17|ec758c86a7,bse|nse|screener,E3_CompaniesAct2013_FY2015,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE482A01020::FY2016,INE482A01020,CEAT Limited,2016,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,19e8ae5874|a67a291166,bse|nse|screener,E4_IndAS_FY2016-2019,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE482A01020::FY2017,INE482A01020,CEAT Limited,2017,True,True,True,True,True,True,,,,be4593eab67359eebfc4aa6749168e343b04c2699b1879fbb1ebb26340c08c07,be4593eab67359eebfc4aa6749168e343b04c2699b1879fbb1ebb26340c08c07,5f8ace7288|da581897bb,bse|nse|screener,E4_IndAS_FY2016-2019,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE482A01020::FY2018,INE482A01020,CEAT Limited,2018,True,True,True,True,True,True,,,,177d0e4dc477f822973a7fe7cad58523f93ed89967280340d6bf452421ca5189,177d0e4dc477f822973a7fe7cad58523f93ed89967280340d6bf452421ca5189,5484fe46b8|a00ba43774,bse|nse|screener,E4_IndAS_FY2016-2019,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE482A01020::FY2019,INE482A01020,CEAT Limited,2019,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,33c7fdb3ba|463033572a,bse|nse|screener,E4_IndAS_FY2016-2019,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE482A01020::FY2020,INE482A01020,CEAT Limited,2020,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,2ae63817f4|903c11430e,bse|nse|screener,E5_MandatedRatios_FY2020-2022,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE482A01020::FY2021,INE482A01020,CEAT Limited,2021,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,8575e53ccf|92edddbb57,bse|nse|screener,E5_MandatedRatios_FY2020-2022,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE482A01020::FY2022,INE482A01020,CEAT Limited,2022,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,1d30a4a8b6|f55edfb11d,bse|nse|screener,E5_MandatedRatios_FY2020-2022,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE482A01020::FY2023,INE482A01020,CEAT Limited,2023,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,23a56081f2|79c55cc6a1|8e9aa6c0bb,bse|nse|screener,E6_BRSR_FY2023-2025,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE482A01020::FY2024,INE482A01020,CEAT Limited,2024,True,True,True,True,True,True,,,,26e9064031e3684c4f86b78f829f090e6fff185bc74c9d1ddb5458477b56433a,26e9064031e3684c4f86b78f829f090e6fff185bc74c9d1ddb5458477b56433a,90ad778137|f62a7fea08,bse|nse|screener,E6_BRSR_FY2023-2025,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE482A01020::FY2025,INE482A01020,CEAT Limited,2025,True,True,True,True,True,True,,,,599fa0156caf55027fa2a482979b5288311ed46e5c2b0464f812146540f35e6d,599fa0156caf55027fa2a482979b5288311ed46e5c2b0464f812146540f35e6d,2593ff1466|c16e96ed53,bse|nse|screener,E6_BRSR_FY2023-2025,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE00E101023::FY2010,INE00E101023,Bikaji Foods International Limited,2010,True,False,False,False,False,False,DISCOVERY,REASON_CODE_MISSING,,,,,,E1_pre2013_FY2010-2012,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DISCOVERY
INE00E101023::FY2011,INE00E101023,Bikaji Foods International Limited,2011,True,False,False,False,False,False,DISCOVERY,REASON_CODE_MISSING,,,,,,E1_pre2013_FY2010-2012,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DISCOVERY
INE00E101023::FY2012,INE00E101023,Bikaji Foods International Limited,2012,True,False,False,False,False,False,DISCOVERY,REASON_CODE_MISSING,,,,,,E1_pre2013_FY2010-2012,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DISCOVERY
INE00E101023::FY2013,INE00E101023,Bikaji Foods International Limited,2013,True,False,False,False,False,False,DISCOVERY,REASON_CODE_MISSING,,,,,,E2_BRreport_FY2013-2014,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DISCOVERY
INE00E101023::FY2014,INE00E101023,Bikaji Foods International Limited,2014,True,False,False,False,False,False,DISCOVERY,REASON_CODE_MISSING,,,,,,E2_BRreport_FY2013-2014,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DISCOVERY
INE00E101023::FY2015,INE00E101023,Bikaji Foods International Limited,2015,True,False,False,False,False,False,DISCOVERY,REASON_CODE_MISSING,,,,,,E3_CompaniesAct2013_FY2015,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DISCOVERY
INE00E101023::FY2016,INE00E101023,Bikaji Foods International Limited,2016,True,False,False,False,False,False,DISCOVERY,REASON_CODE_MISSING,,,,,,E4_IndAS_FY2016-2019,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DISCOVERY
INE00E101023::FY2017,INE00E101023,Bikaji Foods International Limited,2017,True,False,False,False,False,False,DISCOVERY,REASON_CODE_MISSING,,,,,,E4_IndAS_FY2016-2019,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DISCOVERY
INE00E101023::FY2018,INE00E101023,Bikaji Foods International Limited,2018,True,False,False,False,False,False,DISCOVERY,REASON_CODE_MISSING,,,,,,E4_IndAS_FY2016-2019,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DISCOVERY
INE00E101023::FY2019,INE00E101023,Bikaji Foods International Limited,2019,True,False,False,False,False,False,DISCOVERY,REASON_CODE_MISSING,,,,,,E4_IndAS_FY2016-2019,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DISCOVERY
INE00E101023::FY2020,INE00E101023,Bikaji Foods International Limited,2020,True,False,False,False,False,False,DISCOVERY,REASON_CODE_MISSING,,,,,,E5_MandatedRatios_FY2020-2022,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DISCOVERY
INE00E101023::FY2021,INE00E101023,Bikaji Foods International Limited,2021,True,False,False,False,False,False,DISCOVERY,REASON_CODE_MISSING,,,,,,E5_MandatedRatios_FY2020-2022,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DISCOVERY
INE00E101023::FY2022,INE00E101023,Bikaji Foods International Limited,2022,True,False,False,False,False,False,DISCOVERY,REASON_CODE_MISSING,,,,,,E5_MandatedRatios_FY2020-2022,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DISCOVERY
INE00E101023::FY2023,INE00E101023,Bikaji Foods International Limited,2023,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,3bc38ba2e2|7159c48402|d6ca534e14,bse|nse|screener,E6_BRSR_FY2023-2025,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE00E101023::FY2024,INE00E101023,Bikaji Foods International Limited,2024,True,True,True,True,True,True,,,,0791d7e713c37c45a13249c4e9214d03419500fbd80d0436ca3183b1f9effde3,0791d7e713c37c45a13249c4e9214d03419500fbd80d0436ca3183b1f9effde3,1898b86b0e|da02c69e19,bse|nse|screener,E6_BRSR_FY2023-2025,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE00E101023::FY2025,INE00E101023,Bikaji Foods International Limited,2025,True,True,True,True,True,True,,,,9b8c4a3c89885f392061f293f0afe18128be2bcbec5666f62255ea974937ba57,9b8c4a3c89885f392061f293f0afe18128be2bcbec5666f62255ea974937ba57,03311fb9d2|2cd6a3bb03,bse|nse|screener,E6_BRSR_FY2023-2025,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE00FF01025::FY2010,INE00FF01025,Acutaas Chemicals Limited,2010,True,False,False,False,False,False,DISCOVERY,REASON_CODE_MISSING,,,,,,E1_pre2013_FY2010-2012,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DISCOVERY
INE00FF01025::FY2011,INE00FF01025,Acutaas Chemicals Limited,2011,True,False,False,False,False,False,DISCOVERY,REASON_CODE_MISSING,,,,,,E1_pre2013_FY2010-2012,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DISCOVERY
INE00FF01025::FY2012,INE00FF01025,Acutaas Chemicals Limited,2012,True,False,False,False,False,False,DISCOVERY,REASON_CODE_MISSING,,,,,,E1_pre2013_FY2010-2012,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DISCOVERY
INE00FF01025::FY2013,INE00FF01025,Acutaas Chemicals Limited,2013,True,False,False,False,False,False,DISCOVERY,REASON_CODE_MISSING,,,,,,E2_BRreport_FY2013-2014,small,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DISCOVERY
